CensusTract,County,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
36081053500,Queens,Queens,1328,626,702,75.7,17.8,0.0,0.0,6.5,547,50750.0,11247.0,16455.0,2285.0,17.8,23.0,12.6,35.4,29.2,15.9,6.9,25.6,0.0,67.5,2.0,1.3,3.6,44.2,554,85.0,11.4,3.6,0.0,9.3
36081053601,Queens,Queens,1759,874,885,13.4,0.0,75.3,3.0,2.2,1252,65750.0,27151.0,25543.0,2941.0,6.0,11.6,32.8,28.1,20.4,8.4,10.4,38.4,1.9,56.7,0.7,2.4,0.0,50.1,850,79.4,19.4,1.2,0.0,11.4
36081053800,Queens,Queens,1720,719,1001,1.7,1.0,90.9,0.7,3.4,1138,74844.0,21052.0,22602.0,5014.0,6.6,4.0,16.7,26.7,40.5,2.8,13.4,52.5,4.2,39.8,0.3,1.3,1.9,46.2,749,77.8,16.8,5.3,0.0,9.7
36081053900,Queens,Queens,4338,2265,2073,42.7,33.3,2.1,0.0,20.7,2746,60833.0,18607.0,25132.0,3457.0,21.2,19.2,31.6,22.8,26.1,11.5,8.0,21.9,4.3,57.5,6.9,5.0,4.5,36.4,2028,86.2,9.2,4.5,0.0,8.5
36081054000,Queens,Queens,4354,2061,2293,15.2,3.3,67.2,0.0,6.1,2470,48040.0,9764.0,20576.0,3198.0,19.3,18.4,18.4,24.9,29.0,12.0,15.7,41.0,9.3,42.6,1.6,3.4,2.0,46.7,2116,77.7,18.1,4.2,0.0,16.2
36081054200,Queens,Queens,5482,2549,2933,19.2,9.5,20.3,1.1,25.5,3591,70798.0,13730.0,22143.0,2260.0,16.1,21.6,30.9,16.2,30.1,6.5,16.3,40.7,5.4,48.2,0.2,1.8,3.7,51.7,2741,79.4,14.1,6.5,0.0,6.7
36081054500,Queens,Queens,3813,1948,1865,61.8,28.7,0.2,0.0,8.8,1652,52214.0,10069.0,21582.0,3148.0,19.9,32.4,22.1,35.2,16.2,14.9,11.7,14.7,1.3,71.0,11.5,1.1,0.4,36.2,1973,86.2,7.5,6.4,0.0,6.0
36081054700,Queens,Queens,5382,2668,2714,73.4,13.4,2.0,0.0,11.1,2139,53465.0,9985.0,21119.0,3129.0,26.4,41.7,19.8,26.0,17.4,17.0,19.8,13.3,4.2,68.5,5.0,2.9,6.1,44.4,2683,83.5,8.9,7.6,0.0,4.1
36081054800,Queens,Queens,2316,1115,1201,15.9,6.1,21.0,0.9,33.7,1616,72750.0,15604.0,25788.0,2863.0,5.2,6.4,32.0,19.0,23.9,8.3,16.8,44.4,11.7,38.8,2.8,0.0,2.2,46.1,1098,78.4,14.8,6.8,0.0,8.1
36081054900,Queens,Queens,5503,2946,2557,72.1,17.4,2.3,0.0,8.2,2518,40797.0,4499.0,16636.0,2381.0,27.6,39.1,17.3,32.9,19.6,8.6,21.5,7.6,1.4,83.2,6.0,0.6,1.2,39.2,2407,83.8,9.0,7.2,0.0,8.9
36081055100,Queens,Queens,4932,2419,2513,45.4,42.8,2.0,0.0,9.1,2618,45179.0,7622.0,23000.0,3149.0,20.1,25.6,26.7,35.0,19.2,6.1,13.0,10.8,1.4,82.7,3.3,1.3,0.5,40.0,2254,79.9,15.3,4.8,0.0,10.2
36081055200,Queens,Queens,3006,1374,1632,23.6,9.9,37.1,0.0,23.6,2173,52917.0,13173.0,24522.0,3887.0,12.2,18.3,36.8,28.0,26.1,3.8,5.4,27.8,7.1,60.7,2.5,0.0,1.8,60.2,1519,76.2,20.3,3.5,0.0,7.0
36081055300,Queens,Queens,2436,1113,1323,57.6,17.6,2.5,0.0,17.5,1153,46780.0,9206.0,22214.0,4998.0,28.9,50.7,13.8,33.4,24.8,13.0,15.0,5.3,1.6,77.7,8.3,5.7,1.4,35.0,1204,85.3,9.2,5.5,0.0,5.0
36081055400,Queens,Queens,2344,1140,1204,21.4,9.5,18.8,0.0,44.7,1358,63542.0,15406.0,24442.0,2898.0,8.9,11.9,25.5,31.5,22.5,7.4,13.2,33.9,10.6,50.5,4.4,0.7,0.0,48.1,1223,82.5,14.4,3.1,0.0,6.6
36081055500,Queens,Queens,2348,1255,1093,74.2,20.4,4.4,0.0,0.6,1099,46169.0,7059.0,17866.0,2955.0,23.1,30.8,13.1,35.3,16.0,20.2,15.4,14.2,0.5,74.7,9.4,0.5,0.6,37.5,1095,88.7,5.8,5.5,0.0,7.6
36081055600,Queens,Queens,2453,1189,1264,21.4,7.7,9.7,0.0,45.2,1754,71985.0,5313.0,25540.0,4014.0,5.5,10.4,28.2,33.2,20.7,7.0,10.9,50.9,7.8,35.5,4.8,0.0,1.0,37.5,1135,83.1,13.8,2.6,0.4,13.9
36081055700,Queens,Queens,3781,1796,1985,60.8,30.4,0.7,0.0,7.7,2052,42147.0,4067.0,20288.0,3792.0,20.6,29.5,18.3,20.1,31.0,15.4,15.3,25.0,8.6,56.3,7.9,1.2,1.0,38.8,1747,73.6,13.5,13.0,0.0,9.3
36081055800,Queens,Queens,1763,897,866,26.8,16.4,10.4,0.0,34.9,1324,81600.0,15835.0,27885.0,4686.0,5.1,15.3,18.2,22.9,32.2,15.4,11.2,51.2,2.5,42.4,3.9,0.0,0.0,39.1,972,80.6,13.1,6.4,0.0,8.3
36081055900,Queens,Queens,1401,695,706,82.0,9.5,2.1,0.0,4.9,616,60625.0,14172.0,18464.0,2879.0,26.6,37.1,19.0,41.8,16.7,8.8,13.7,17.0,4.1,72.5,6.5,0.0,0.0,36.6,684,78.1,7.7,14.2,0.0,11.5
36081056000,Queens,Queens,1651,783,868,16.3,25.1,9.9,0.1,36.0,1095,60536.0,13209.0,23582.0,3597.0,16.0,30.8,27.9,25.1,27.3,5.5,14.2,58.5,7.3,31.3,1.5,0.7,0.7,44.4,706,78.6,20.1,1.3,0.0,2.2
36081056100,Queens,Queens,120,58,62,12.5,23.3,37.5,0.0,17.5,68,112188.0,36620.0,40424.0,23212.0,0.0,0.0,56.3,10.9,10.9,21.9,0.0,53.3,0.0,40.0,6.7,0.0,0.0,35.3,64,71.9,21.9,6.3,0.0,0.0
36081056200,Queens,Queens,1655,858,797,26.8,22.5,14.2,0.0,16.9,1121,88958.0,20842.0,24717.0,3966.0,12.3,36.8,22.9,22.5,30.9,8.8,14.9,59.6,9.1,26.5,0.0,0.0,4.8,43.9,934,72.6,25.1,2.4,0.0,8.1
36081056400,Queens,Queens,1582,797,785,20.4,15.3,12.4,0.0,40.8,790,52536.0,14475.0,21350.0,4176.0,5.1,6.4,33.3,12.9,32.4,6.6,14.8,51.9,10.6,29.3,8.2,0.0,0.0,37.8,669,82.4,10.8,6.9,0.0,9.6
36081056500,Queens,Queens,1380,709,671,85.4,13.8,0.7,0.0,0.0,750,50893.0,11655.0,21419.0,3104.0,22.0,28.9,23.3,30.7,20.4,9.0,16.5,27.5,2.9,55.2,11.6,0.0,2.8,32.0,587,79.6,16.2,4.3,0.0,5.0
36081056600,Queens,Queens,1703,834,869,31.5,6.2,21.3,0.0,24.1,1127,71087.0,19411.0,19993.0,3103.0,8.2,8.0,26.8,29.6,17.7,12.9,13.0,46.0,2.8,49.4,0.0,1.1,0.7,49.8,761,81.6,9.2,9.2,0.0,12.5
36081056700,Queens,Queens,4231,2058,2173,55.4,33.5,2.6,0.0,8.4,2779,80838.0,9916.0,32405.0,5026.0,6.9,14.3,36.7,19.6,25.1,9.9,8.7,35.9,2.7,55.6,2.4,1.6,1.9,35.0,2393,83.2,14.6,2.2,0.0,5.3
36081056800,Queens,Queens,4439,2255,2184,21.1,6.3,66.1,0.0,4.4,2949,64858.0,15589.0,28216.0,3315.0,7.3,5.3,33.6,20.1,30.1,6.4,9.7,55.7,6.0,29.2,4.0,0.0,5.0,43.3,2107,72.7,19.4,7.9,0.0,13.1
36081057700,Queens,Queens,3797,1895,1902,32.1,62.0,0.0,0.0,4.3,2497,66983.0,7936.0,26048.0,3068.0,9.7,12.2,22.8,35.3,18.7,13.3,10.0,23.6,7.4,60.3,7.1,0.0,1.7,37.1,1933,79.2,16.8,4.1,0.0,6.7
36081057900,Queens,Queens,1610,804,806,32.9,62.7,0.4,0.8,2.8,1076,53542.0,14415.0,26118.0,2971.0,9.8,13.2,20.8,26.8,29.7,11.0,11.6,22.6,6.5,64.4,4.7,0.0,1.7,40.2,816,92.2,7.1,0.7,0.0,4.9
36081058000,Queens,Queens,3565,1662,1903,12.1,1.0,79.1,0.4,3.6,2585,76227.0,9536.0,28739.0,3725.0,6.9,2.2,33.2,25.2,27.6,7.1,6.9,50.4,7.1,42.5,0.0,0.0,0.0,51.8,1794,63.3,33.6,3.2,0.0,15.0
36081058100,Queens,Queens,2875,1381,1494,41.1,55.0,1.4,0.0,2.4,1654,52560.0,8745.0,33743.0,10336.0,13.4,17.0,24.5,21.5,21.8,15.9,16.2,26.7,5.4,57.4,7.9,2.1,0.5,39.4,1438,73.8,20.9,5.4,0.0,4.0
36081058200,Queens,Queens,5054,2519,2535,11.6,1.5,80.7,0.0,0.2,3228,83167.0,12972.0,25118.0,2498.0,17.4,45.3,21.2,30.6,27.6,9.8,10.8,45.1,6.9,40.2,2.5,3.4,1.9,44.6,2336,74.7,17.9,7.3,0.0,24.3
36081058300,Queens,Queens,3327,1602,1725,39.6,48.5,5.1,0.6,4.7,2112,54688.0,19936.0,29826.0,5065.0,9.3,3.6,27.8,23.9,21.6,16.3,10.4,15.4,1.1,66.8,6.2,2.8,7.5,38.9,1707,83.5,5.7,10.7,0.0,3.7
36081058500,Queens,Queens,4476,2117,2359,48.7,40.0,0.2,0.0,10.3,2646,52917.0,9121.0,20483.0,2925.0,14.9,18.2,24.1,28.0,21.2,14.4,12.3,19.9,1.5,63.6,11.0,2.1,1.8,38.0,1866,88.5,9.3,2.0,0.3,7.0
36081058700,Queens,Queens,3421,1591,1830,21.0,72.8,0.5,0.0,5.6,1851,47331.0,10824.0,23647.0,3427.0,13.0,22.6,17.2,31.1,24.0,12.1,15.6,25.4,5.7,54.8,9.5,1.1,3.5,37.5,1671,77.1,13.6,9.2,0.0,3.4
36081058900,Queens,Queens,4165,2082,2083,41.8,51.5,1.0,0.5,3.9,1707,38152.0,7831.0,18050.0,2349.0,26.8,42.3,21.6,36.0,18.6,14.2,9.6,13.2,2.8,70.3,8.8,1.8,3.0,36.7,1875,83.4,5.9,10.7,0.0,9.4
36081059000,Queens,Queens,1428,596,832,6.4,0.8,88.7,1.9,1.1,1056,69022.0,28071.0,25444.0,4035.0,14.1,21.0,42.3,23.5,23.8,1.6,8.8,48.3,8.7,38.5,0.0,1.6,3.0,45.8,622,77.2,19.8,3.1,0.0,6.5
36081059100,Queens,Queens,5210,2526,2684,47.1,46.3,1.0,0.0,4.6,2641,56932.0,21984.0,28016.0,4377.0,12.9,21.1,24.4,23.8,21.4,17.3,13.2,13.3,3.6,67.9,5.8,3.1,6.3,37.0,2804,88.1,8.2,3.7,0.0,5.3
36081059200,Queens,Queens,1128,527,601,3.8,3.4,89.1,0.0,0.4,872,81447.0,28699.0,31344.0,5572.0,3.0,4.3,31.3,28.5,23.6,5.9,10.7,41.7,5.3,52.1,1.0,0.0,0.0,48.7,624,77.2,22.1,0.6,0.0,12.1
36081059300,Queens,Queens,4192,1972,2220,26.2,65.6,2.9,0.0,4.8,2491,52641.0,4079.0,24903.0,2871.0,12.0,17.0,33.0,26.2,16.9,14.6,9.4,24.9,7.2,60.9,3.7,1.4,1.8,40.7,1927,77.0,16.7,6.3,0.0,9.7
36081059400,Queens,Queens,1553,634,919,5.2,0.4,86.5,1.3,1.9,1210,89500.0,19338.0,33816.0,5072.0,3.5,5.4,34.0,25.9,20.6,9.2,10.3,49.9,17.4,29.2,0.0,1.8,1.7,43.9,817,69.4,28.3,2.3,0.0,13.1
36081059500,Queens,Queens,4435,1995,2440,42.3,51.0,3.1,0.0,2.7,2656,52159.0,9813.0,26934.0,4077.0,17.2,24.5,33.6,22.1,23.4,11.8,9.1,31.7,12.2,47.6,6.0,0.6,1.8,39.2,1919,76.7,18.4,5.0,0.0,12.7
36081059600,Queens,Queens,1465,673,792,4.2,1.3,94.0,0.0,0.0,1129,74583.0,24574.0,30282.0,4302.0,1.7,0.0,35.9,17.9,33.3,3.5,9.4,54.2,4.8,36.8,1.4,1.6,1.2,49.6,658,68.2,26.0,5.8,0.0,10.5
36081059800,Queens,Queens,1727,744,983,8.5,1.5,82.9,0.0,2.9,1251,83021.0,26264.0,29347.0,2761.0,5.7,0.0,29.9,25.7,29.6,7.9,6.9,54.5,9.8,29.2,1.8,0.9,3.9,48.5,865,74.6,18.5,6.1,0.8,2.8
36081059900,Queens,Queens,1376,601,775,23.3,73.0,0.4,0.0,2.5,1001,57697.0,17480.0,30245.0,4111.0,6.8,7.6,40.7,21.9,17.7,3.2,16.5,41.2,11.0,40.8,2.4,0.0,4.6,35.8,589,80.6,17.1,2.2,0.0,13.5
36081060000,Queens,Queens,1086,421,665,10.7,1.0,86.6,0.0,0.8,780,87708.0,21437.0,36908.0,6747.0,3.5,6.2,36.2,27.1,27.4,1.3,8.0,62.6,0.8,31.7,0.0,1.2,3.7,49.7,536,68.8,27.6,3.5,0.0,4.1
36081060100,Queens,Queens,1955,1041,914,42.9,53.3,0.3,0.0,1.8,1361,67330.0,10488.0,33204.0,6066.0,13.3,22.5,22.6,24.3,20.9,15.6,16.6,48.7,17.0,30.2,2.8,0.5,0.7,35.0,962,86.4,12.2,1.5,0.0,13.7
36081060300,Queens,Queens,2006,1123,883,34.7,60.5,0.7,0.0,1.7,1346,75313.0,18775.0,31792.0,4198.0,6.3,7.4,40.4,22.2,20.6,9.3,7.6,32.2,6.5,55.0,3.3,1.5,1.5,41.6,1002,72.7,25.0,2.3,0.0,7.6
36081060600,Queens,Queens,1393,595,798,6.2,2.1,90.2,0.0,0.4,990,83452.0,23634.0,38898.0,7087.0,1.7,3.9,40.5,22.9,24.8,0.0,11.8,62.4,6.8,30.2,0.0,0.0,0.6,47.5,862,66.5,28.4,5.1,0.0,0.1
36081060701,Queens,Queens,16,0,16,100.0,0.0,0.0,0.0,0.0,16,,,,,0.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,16,100.0,0.0,0.0,0.0,0.0
36081060800,Queens,Queens,1662,841,821,1.0,0.0,97.8,0.4,0.0,1190,84821.0,23491.0,28312.0,4038.0,5.8,4.2,32.1,25.2,27.5,3.0,12.2,42.6,8.1,45.6,0.6,0.9,2.2,52.9,806,61.3,30.9,7.8,0.0,7.6
36081061000,Queens,Queens,1556,615,941,1.7,0.8,96.3,0.0,0.0,1194,71766.0,4954.0,25074.0,2553.0,0.8,0.0,28.7,29.4,28.4,3.1,10.4,60.5,5.8,30.0,0.0,0.6,3.0,40.6,770,66.6,31.0,2.3,0.0,6.7
36081061200,Queens,Queens,1528,689,839,3.1,2.2,93.0,0.0,0.0,1135,104500.0,33284.0,36746.0,4683.0,6.8,15.6,46.9,7.2,29.1,6.3,10.6,61.1,6.2,27.8,0.0,0.6,4.3,44.5,815,69.6,25.9,4.5,0.0,5.6
36081061301,Queens,Queens,6281,3022,3259,33.8,56.1,0.9,0.0,8.0,3729,52153.0,27661.0,23785.0,3234.0,20.5,34.4,27.9,25.9,19.7,15.2,11.4,16.3,9.3,68.3,3.5,2.0,0.6,40.0,2827,80.7,10.0,9.3,0.0,8.4
36081061302,Queens,Queens,15,4,11,0.0,73.3,26.7,0.0,0.0,11,,,37407.0,20088.0,0.0,0.0,27.3,0.0,72.7,0.0,0.0,72.7,0.0,0.0,27.3,0.0,0.0,,11,100.0,0.0,0.0,0.0,0.0
36081061400,Queens,Queens,1321,572,749,7.3,4.0,83.8,0.0,0.0,872,101473.0,12122.0,30902.0,4018.0,2.0,1.5,25.9,22.4,36.6,8.4,6.7,50.0,5.6,43.7,0.0,0.0,0.7,57.1,549,70.7,27.9,1.5,0.0,5.2
36081061601,Queens,Queens,2384,1141,1243,3.1,0.5,90.9,0.0,1.9,1676,97679.0,18062.0,32671.0,3484.0,3.7,3.1,34.6,30.0,18.6,8.4,8.4,50.8,10.4,33.8,0.0,0.0,5.1,50.1,1240,70.4,26.3,3.3,0.0,6.2
36081061602,Queens,Queens,1275,611,664,9.5,2.2,83.1,1.3,0.0,938,89063.0,23614.0,33168.0,7157.0,6.2,15.3,28.5,28.3,30.0,7.7,5.5,56.0,19.9,24.1,0.0,0.0,0.0,45.1,636,73.3,26.1,0.6,0.0,2.8
36081061800,Queens,Queens,1876,931,945,1.1,4.0,90.4,0.0,0.5,1332,60938.0,21240.0,28526.0,3093.0,3.6,0.0,27.7,26.4,29.6,3.5,12.7,52.6,9.0,37.2,0.7,0.0,0.4,49.0,965,72.5,24.9,2.6,0.0,5.0
36081061900,Queens,Queens,2738,1357,1381,30.6,66.9,0.0,0.0,2.5,1987,69004.0,13333.0,28864.0,3655.0,13.2,23.1,38.5,17.1,27.2,10.9,6.2,35.6,11.1,42.6,7.4,0.6,2.6,40.7,1279,76.2,21.8,2.0,0.0,13.2
36081062000,Queens,Queens,1518,706,812,8.8,0.5,80.6,0.0,7.8,1159,91538.0,10132.0,38247.0,4771.0,2.2,5.8,51.8,15.7,22.3,5.8,4.3,52.7,8.1,36.1,2.2,0.9,0.0,47.6,743,64.2,33.6,0.9,1.2,8.6
36081062100,Queens,Queens,2589,1025,1564,30.6,66.4,0.9,0.0,2.0,1795,56154.0,7698.0,27199.0,3448.0,18.5,29.0,20.7,19.4,36.3,9.6,14.1,42.9,7.6,36.7,7.0,4.2,1.6,35.2,1161,75.8,22.8,1.4,0.0,11.3
36081062200,Queens,Queens,1653,779,874,6.8,1.0,90.3,0.0,1.6,1356,77813.0,11911.0,31589.0,3487.0,4.7,0.0,32.0,22.8,23.7,5.7,15.8,43.2,10.6,43.3,1.3,0.0,1.6,58.1,759,62.2,34.3,3.6,0.0,5.6
36081062300,Queens,Queens,2049,1111,938,35.7,63.5,0.0,0.0,0.8,1321,68207.0,20915.0,26733.0,4126.0,15.2,16.5,26.5,22.3,22.5,10.0,18.6,31.8,6.5,53.6,7.5,0.0,0.5,38.6,967,76.9,21.8,1.2,0.0,6.2
36081062400,Queens,Queens,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,
36081062500,Queens,Queens,2586,1314,1272,19.5,73.7,1.3,0.0,4.8,1823,62263.0,9911.0,31460.0,4260.0,5.1,8.9,33.9,21.4,23.2,12.4,9.2,43.3,2.1,39.2,7.8,2.5,5.1,35.2,1417,77.7,14.3,8.0,0.0,6.5
36081062600,Queens,Queens,3096,1394,1702,7.8,1.7,89.2,0.0,0.6,2062,86196.0,10523.0,29402.0,2817.0,7.1,8.3,29.6,31.1,24.8,8.1,6.4,43.6,7.5,45.8,1.4,0.4,1.3,51.8,1450,73.2,23.2,3.5,0.0,4.8
36081062700,Queens,Queens,2917,1459,1458,42.8,54.3,0.2,0.0,1.2,1787,66380.0,9621.0,25474.0,3143.0,5.4,2.8,32.2,24.9,25.2,9.8,7.9,37.9,3.4,52.2,5.9,0.0,0.6,39.8,1360,78.8,15.5,5.7,0.0,3.8
36081062900,Queens,Queens,3086,1573,1513,19.6,74.5,1.2,0.8,3.9,1985,60156.0,11170.0,24752.0,3734.0,9.1,11.4,25.7,21.5,30.2,8.0,14.5,29.0,7.6,49.3,12.7,0.0,1.4,33.4,1455,79.2,15.5,5.4,0.0,4.7
36081063000,Queens,Queens,1865,887,978,8.6,0.8,88.6,0.0,0.0,1370,80417.0,49742.0,34730.0,4851.0,3.3,4.9,35.5,23.1,23.1,10.2,8.0,45.0,3.9,48.5,0.0,2.7,0.0,54.5,1008,62.5,32.9,4.6,0.0,6.7
36081063200,Queens,Queens,2459,1089,1370,4.3,1.1,89.1,0.0,3.7,1698,84167.0,13975.0,29075.0,4438.0,6.4,6.0,34.0,20.6,27.8,4.8,12.9,46.9,3.0,46.7,1.6,0.3,1.5,52.2,1260,77.5,21.6,0.9,0.0,8.7
36081063301,Queens,Queens,1450,720,730,17.5,81.5,0.0,0.0,0.0,1038,62604.0,17998.0,33005.0,5891.0,8.1,8.6,41.1,19.1,26.7,9.3,3.8,56.2,0.9,35.0,5.7,0.0,2.2,36.1,655,73.0,25.2,1.8,0.0,13.6
36081063302,Queens,Queens,1490,704,786,28.9,70.7,0.0,0.0,0.3,1153,66983.0,8631.0,38955.0,8750.0,4.6,6.3,28.0,29.9,17.3,13.0,11.7,56.2,2.4,34.0,4.0,1.9,1.5,33.1,682,76.5,18.6,4.1,0.7,5.9
36081063500,Queens,Queens,2636,1280,1356,20.8,77.0,0.9,0.0,0.7,1889,70750.0,18041.0,26715.0,3187.0,5.4,4.8,35.8,13.9,31.8,8.5,9.9,42.8,7.9,37.6,7.6,1.7,2.4,38.9,1183,86.1,12.7,1.3,0.0,10.7
36081063700,Queens,Queens,3199,1560,1639,27.9,66.0,0.0,0.0,5.3,2486,84738.0,17990.0,35281.0,3473.0,5.9,2.2,34.7,16.4,31.4,6.6,11.0,45.3,7.9,44.2,2.0,0.0,0.6,36.6,1566,71.8,22.3,5.8,0.0,11.3
36081063800,Queens,Queens,4113,2012,2101,8.2,4.9,80.9,0.3,4.8,2682,104112.0,6976.0,28313.0,4592.0,12.6,30.5,30.6,19.6,28.4,9.3,12.1,55.1,6.4,30.5,1.8,0.0,6.2,47.1,2249,74.5,19.7,5.7,0.0,3.9
36081063900,Queens,Queens,2551,1126,1425,22.4,59.1,2.2,0.0,11.3,1908,68472.0,12546.0,30487.0,3842.0,7.7,0.0,37.2,21.8,30.0,7.3,3.7,38.1,9.8,46.3,5.9,0.0,0.0,40.3,1282,80.1,15.9,4.0,0.0,11.3
36081064101,Queens,Queens,2038,898,1140,18.7,68.5,1.1,0.0,10.1,1531,55329.0,6150.0,32958.0,4741.0,11.8,20.1,27.3,24.9,26.0,10.6,11.2,38.8,6.2,51.0,1.5,0.8,1.8,50.3,1065,79.6,14.6,5.8,0.0,6.6
36081064102,Queens,Queens,154,49,105,6.5,93.5,0.0,0.0,0.0,154,,,25611.0,5253.0,0.0,,0.0,29.5,27.3,43.2,0.0,47.7,0.0,43.2,9.1,0.0,0.0,,44,38.6,0.0,61.4,0.0,0.0
36081064500,Queens,Queens,1948,930,1018,13.1,54.3,1.2,0.0,27.5,1408,80132.0,24132.0,33374.0,3795.0,8.5,16.5,45.1,17.1,25.1,4.4,8.3,30.4,4.4,50.1,5.3,1.3,8.5,42.4,917,82.4,13.4,4.1,0.0,8.1
36081064600,Queens,Queens,3121,1497,1624,4.9,0.6,92.7,0.0,0.0,2245,84393.0,10877.0,31103.0,3411.0,8.8,25.4,27.7,29.3,30.9,4.4,7.6,46.5,3.7,46.3,0.0,2.0,1.6,53.2,1469,72.4,24.6,3.0,0.0,12.3
36081065000,Queens,Queens,3070,1320,1750,6.6,1.3,88.3,0.5,0.0,2260,79632.0,22794.0,27729.0,3103.0,3.7,3.9,34.8,22.1,28.4,4.0,10.6,50.9,10.0,33.5,1.0,0.0,4.7,43.9,1432,73.9,24.7,1.4,0.0,13.6
36081065400,Queens,Queens,3128,1352,1776,18.5,3.6,74.4,0.0,1.5,1892,83864.0,19092.0,28488.0,3169.0,5.7,5.3,33.1,21.0,28.4,6.6,11.0,48.8,3.5,41.7,1.4,1.0,3.7,49.5,1615,70.3,24.0,4.9,0.8,4.4
36081065501,Queens,Queens,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,
36081065600,Queens,Queens,5230,2192,3038,7.2,1.6,87.2,0.0,2.8,3260,63156.0,21122.0,25412.0,3266.0,10.7,17.5,31.0,25.6,28.1,5.1,10.2,47.1,6.4,43.4,0.4,0.3,2.5,51.0,2538,74.0,20.9,5.1,0.0,9.1
36081065702,Queens,Queens,1761,765,996,18.2,73.4,4.3,0.0,4.0,1257,61905.0,27561.0,31941.0,3885.0,6.5,2.1,33.1,16.4,27.2,13.8,9.4,47.2,8.8,41.4,1.5,0.0,1.0,39.8,688,80.2,16.9,2.9,0.0,6.3
36081065703,Queens,Queens,2783,1345,1438,10.8,87.7,0.0,0.0,1.5,2080,72313.0,15358.0,33089.0,3395.0,4.5,0.0,49.4,18.7,23.5,2.9,5.5,50.5,8.4,34.1,3.5,1.4,2.2,34.3,1410,75.1,21.6,2.6,0.8,9.6
36081065900,Queens,Queens,1765,783,982,8.4,89.5,0.0,0.0,2.2,1335,90227.0,23159.0,40114.0,6127.0,7.3,15.0,44.6,13.0,27.9,9.7,4.8,46.7,13.4,28.4,6.6,1.2,3.7,35.6,838,74.1,20.9,5.0,0.0,5.2
36081066000,Queens,Queens,3674,1610,2064,11.7,5.4,81.8,0.0,0.5,2404,93906.0,8171.0,27110.0,3436.0,5.4,7.0,26.1,35.3,23.7,3.2,11.6,46.8,9.5,39.7,3.5,0.0,0.5,49.6,1879,72.2,22.6,5.2,0.0,6.5
36081066100,Queens,Queens,1469,641,828,8.5,80.0,1.8,0.0,9.1,1170,75313.0,8502.0,37167.0,4655.0,6.2,7.7,41.6,14.3,22.7,16.5,4.9,46.8,7.4,37.5,4.7,0.0,3.6,39.7,649,81.8,14.8,3.4,0.0,10.6
36081066300,Queens,Queens,2463,1095,1368,6.4,84.8,0.2,0.0,8.6,1867,95854.0,8979.0,42063.0,4325.0,5.0,5.4,51.0,14.2,24.8,5.5,4.5,49.6,3.8,40.5,4.8,0.0,1.4,39.4,1248,78.7,16.8,4.5,0.0,3.6
36081066400,Queens,Queens,10018,4425,5593,5.8,4.8,84.8,0.0,2.8,5978,88162.0,7505.0,28705.0,3180.0,8.5,10.0,35.9,27.9,22.1,8.1,6.0,50.9,9.0,34.8,0.4,1.8,3.2,54.2,5084,72.3,24.9,2.8,0.0,7.6
36081066501,Queens,Queens,3400,1658,1742,5.9,92.1,0.0,0.0,0.7,2595,80455.0,17709.0,37387.0,5149.0,7.1,3.1,37.2,12.9,28.8,6.9,14.2,48.9,5.8,39.5,5.1,0.6,0.1,39.2,1587,73.2,26.0,0.8,0.0,6.2
36081066701,Queens,Queens,2280,1098,1182,19.9,77.0,0.4,0.0,2.7,1515,52917.0,15689.0,33856.0,4536.0,8.0,10.5,32.4,19.7,23.9,11.6,12.4,58.3,9.9,24.3,1.6,0.7,5.2,34.7,1151,70.7,21.9,7.4,0.0,6.7
36081066900,Queens,Queens,1602,758,844,4.1,91.6,0.0,0.0,4.4,1201,74259.0,16215.0,34650.0,2928.0,4.2,0.0,44.6,11.0,20.2,16.2,8.0,58.0,5.5,32.3,2.9,0.6,0.7,33.7,724,76.4,17.1,5.9,0.6,6.1
36081067100,Queens,Queens,2129,1039,1090,7.0,76.0,1.6,0.0,12.6,1674,83854.0,23273.0,36650.0,3009.0,5.6,0.0,44.5,9.9,30.6,8.3,6.6,46.5,8.4,37.4,5.1,1.0,1.6,36.5,816,67.2,31.4,1.5,0.0,9.7
36081067700,Queens,Queens,1826,870,956,5.6,78.8,1.1,0.0,14.5,1448,87802.0,15284.0,42754.0,5380.0,2.6,0.0,49.0,11.5,23.5,8.5,7.5,50.6,4.7,37.9,2.9,1.4,2.4,38.0,964,74.6,20.6,4.8,0.0,4.6
36081067900,Queens,Queens,3772,1779,1993,33.6,57.1,2.3,0.0,4.3,2588,44861.0,13544.0,28120.0,3092.0,13.2,19.8,29.2,25.9,21.5,9.8,13.7,36.5,2.0,48.8,9.7,0.5,2.6,40.5,1713,80.4,16.3,3.3,0.0,7.0
